ODA/PALLFNF_INDEX,All Commodity Price Index
ODA/GEO_GGXONLB_NGDP,"Georgia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/GAB_GGXONLB_NGDP,"Gabon General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/GEO_GGXONLB,"Georgia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/GHA_GGXONLB,"Ghana General Government Primary Net Lending/Borrowing, USD Billions"
ODA/GHA_GGXONLB_NGDP,"Ghana General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/HTI_NID_NGDP,"Haiti Total Investment, % of GDP"
ODA/HTI_GGXONLB_NGDP,"Haiti General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/HTI_GGXONLB,"Haiti General Government Primary Net Lending/Borrowing, USD Billions"
ODA/HTI_GGSB,"Haiti General Government Structural Balance, USD Billions"
ODA/HTI_GGSB_NPGDP,"Haiti General Government Structural Balance, % of GDP"
ODA/IDN_GGXONLB,"Indonesia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/IDN_GGXONLB_NGDP,"Indonesia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/KIR_GGXONLB,"Kiribati General Government Primary Net Lending/Borrowing, USD Billions"
ODA/KIR_GGXONLB_NGDP,"Kiribati General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/KIR_GGXWDG,"Kiribati General Government Gross Debt, USD Billions"
ODA/KIR_GGXWDG_NGDP,"Kiribati General Government Gross Debt, % of GDP"
ODA/KGZ_GGXONLB,"Kyrgyz Republic General Government Primary Net Lending/Borrowing, USD Billions"
ODA/UVK_GGXWDG_NGDP,"Kosovo General Government Gross Debt, % of GDP"
ODA/UVK_GGXWDG,"Kosovo General Government Gross Debt, USD Billions"
ODA/LBN_GGXONLB_NGDP,"Lebanon General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/KGZ_GGXONLB_NGDP,"Kyrgyz Republic General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/LBN_GGXONLB,"Lebanon General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MDG_GGXONLB,"Madagascar General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MKD_GGXONLB_NGDP,"FYR Macedonia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/MDG_GGXONLB_NGDP,"Madagascar General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/MKD_GGXONLB,"FYR Macedonia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MWI_GGXONLB,"Malawi General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MWI_GGXONLB_NGDP,"Malawi General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/MEX_GGXONLB_NGDP,"Mexico General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/MEX_GGXONLB,"Mexico General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MLT_GGXONLB_NGDP,"Malta General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/MLT_GGXONLB,"Malta General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MDA_GGXONLB_NGDP,"Moldova General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/FSM_GGXONLB_NGDP,"Micronesia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/MHL_GGXONLB,"Marshall Islands General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MHL_GGXONLB_NGDP,"Marshall Islands General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/MNG_GGXONLB_NGDP,"Mongolia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/MNG_GGXONLB,"Mongolia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MDA_GGXONLB,"Moldova General Government Primary Net Lending/Borrowing, USD Billions"
ODA/FSM_GGXONLB,"Micronesia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MOZ_GGXONLB,"Mozambique General Government Primary Net Lending/Borrowing, USD Billions"
ODA/MOZ_GGXONLB_NGDP,"Mozambique General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/NER_GGXONLB,"Niger General Government Primary Net Lending/Borrowing, USD Billions"
ODA/NER_GGXONLB_NGDP,"Niger General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/PRY_GGXONLB,"Paraguay General Government Primary Net Lending/Borrowing, USD Billions"
ODA/PRY_GGXONLB_NGDP,"Paraguay General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/WSM_GGXWDG,"Samoa General Government Gross Debt, USD Billions"
ODA/SMR_NGDPRPC,"San Marino GDP per Capita at Constant Prices, LCU"
ODA/SMR_NGDPDPC,"San Marino GDP per Capita at Current Prices, USD"
ODA/STP_GGXONLB,"Sao Tome and Principe General Government Primary Net Lending/Borrowing, USD Billions"
ODA/SMR_GGXONLB_NGDP,"San Marino General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/SMR_GGXWDG_NGDP,"San Marino General Government Gross Debt, % of GDP"
ODA/SMR_GGXWDG,"San Marino General Government Gross Debt, USD Billions"
ODA/SMR_GGXONLB,"San Marino General Government Primary Net Lending/Borrowing, USD Billions"
ODA/WSM_GGXWDG_NGDP,"Samoa General Government Gross Debt, % of GDP"
ODA/SMR_NGDPPC,"San Marino GDP per Capita at Current Prices, LCU"
ODA/SMR_PPPPC,"San Marino Per Capita GDP based on PPP Valuation, USD"
ODA/SRB_GGXONLB,"Serbia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/STP_GGXONLB_NGDP,"Sao Tome and Principe General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/SRB_GGXONLB_NGDP,"Serbia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/SLB_GGXONLB,"Solomon Islands General Government Primary Net Lending/Borrowing, USD Billions"
ODA/SSD_GGXONLB_NGDP,"South Sudan General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/SLB_GGXONLB_NGDP,"Solomon Islands General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/LKA_GGXWDG_NGDP,"Sri Lanka General Government Gross Debt, % of GDP"
ODA/SSD_GGXWDN,"South Sudan General Government Net Debt, USD Billions"
ODA/SSD_GGXONLB,"South Sudan General Government Primary Net Lending/Borrowing, USD Billions"
ODA/SSD_GGXWDN_NGDP,"South Sudan General Government Net Debt, % of GDP"
ODA/LKA_GGXWDG,"Sri Lanka General Government Gross Debt, USD Billions"
ODA/SDN_GGXONLB,"Sudan General Government Primary Net Lending/Borrowing, USD Billions"
ODA/SDN_GGXONLB_NGDP,"Sudan General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/SWZ_GGXONLB_NGDP,"Swaziland General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/SWZ_GGXONLB,"Swaziland General Government Primary Net Lending/Borrowing, USD Billions"
ODA/TJK_GGXONLB,"Tajikistan General Government Primary Net Lending/Borrowing, USD Billions"
ODA/TZA_GGXONLB_NGDP,"Tanzania General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/TZA_GGXONLB,"Tanzania General Government Primary Net Lending/Borrowing, USD Billions"
ODA/TJK_GGXONLB_NGDP,"Tajikistan General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/TON_GGXONLB_NGDP,"Tonga General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/TON_GGXONLB,"Tonga General Government Primary Net Lending/Borrowing, USD Billions"
ODA/VUT_GGXONLB,"Vanuatu General Government Primary Net Lending/Borrowing, USD Billions"
ODA/URY_GGSB_NPGDP,"Uruguay General Government Structural Balance, % of GDP"
ODA/URY_GGSB,"Uruguay General Government Structural Balance, USD Billions"
ODA/VUT_GGXONLB_NGDP,"Vanuatu General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/ZMB_GGXONLB,"Zambia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/ZMB_GGXONLB_NGDP,"Zambia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/ZWE_GGXONLB,"Zimbabwe General Government Primary Net Lending/Borrowing, USD Billions"
ODA/ZWE_GGXONLB_NGDP,"Zimbabwe General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/BRB_GGXWDN,"Barbados General Government Net Debt, USD Billions"
ODA/BRB_GGXWDN_NGDP,"Barbados General Government Net Debt, % of GDP"
ODA/GRD_GGSB,"Grenada General Government Structural Balance, USD Billions"
ODA/GRD_GGSB_NPGDP,"Grenada General Government Structural Balance, % of GDP"
ODA/MLT_TMG_RPCH,"Malta Imports of Goods, % change"
ODA/MLT_TXG_RPCH,"Malta Exports of Goods, % change"
ODA/OMN_GGXWDN,"Oman General Government Net Debt, USD Billions"
ODA/OMN_GGXWDN_NGDP,"Oman General Government Net Debt, % of GDP"
ODA/PLW_NID_NGDP,"Palau Total Investment, % of GDP"
ODA/PRY_GGXWDN,"Paraguay General Government Net Debt, USD Billions"
ODA/PRY_GGXWDN_NGDP,"Paraguay General Government Net Debt, % of GDP"
ODA/SUR_NID_NGDP,"Suriname Total Investment, % of GDP"
ODA/SUR_NGSD_NGDP,"Suriname Gross National Savings, % of GDP"
ODA/SUR_GGSB,"Suriname General Government Structural Balance, USD Billions"
ODA/SUR_GGSB_NPGDP,"Suriname General Government Structural Balance, % of GDP"
ODA/CHE_NGSD_NGDP,"Switzerland Gross National Savings, % of GDP"
ODA/TWN_GGXWDN,"Taiwan Province of China General Government Net Debt, USD Billions"
ODA/TWN_GGXWDN_NGDP,"Taiwan Province of China General Government Net Debt, % of GDP"
ODA/AFG_GGXWDN_NGDP,"Afghanistan General Government Net Debt, % of GDP"
ODA/AFG_GGXWDN,"Afghanistan General Government Net Debt, USD Billions"
ODA/AFG_GGXWDG,"Afghanistan General Government Gross Debt, USD Billions"
ODA/AFG_GGXWDG_NGDP,"Afghanistan General Government Gross Debt, % of GDP"
ODA/DJI_GGXWDN,"Djibouti General Government Net Debt, USD Billions"
ODA/DJI_GGXWDN_NGDP,"Djibouti General Government Net Debt, % of GDP"
ODA/EST_GGSB,"Estonia General Government Structural Balance, USD Billions"
ODA/EST_GGSB_NPGDP,"Estonia General Government Structural Balance, % of GDP"
ODA/LTU_LE,"Lithuania Employment, Millions"
ODA/MAC_NGDP_R,"Macao SAR GDP at Constant Prices, LCU Billions"
ODA/MAC_NGDPD,"Macao SAR GDP at Current Prices, USD Billions"
ODA/MAC_NGDP_D,Macao SAR GDP Deflator
ODA/MAC_NGDP_RPCH,"Macao SAR GDP at Constant Prices, % change"
ODA/MAC_NGDP,"Macao SAR GDP at Current Prices, LCU Billions"
ODA/MAC_NGDPRPC,"Macao SAR GDP per Capita at Constant Prices, LCU"
ODA/MAC_NGDPPC,"Macao SAR GDP per Capita at Current Prices, LCU"
ODA/MAC_NGDPDPC,"Macao SAR GDP per Capita at Current Prices, USD"
ODA/MAC_PPPGDP,"Macao SAR Country GDP based on PPP Valuation, USD Billions"
ODA/MAC_PPPPC,"Macao SAR Per Capita GDP based on PPP Valuation, USD"
ODA/MAC_PPPSH,"Macao SAR Share of World GDP based on PPP, %"
ODA/MAC_PPPEX,"Macao SAR Implied PPP Conversion Rate, LCU per USD"
ODA/MAC_PCPI,"Macao SAR Inflation Index, Average Consumer Prices"
ODA/MAC_NID_NGDP,"Macao SAR Total Investment, % of GDP"
ODA/MAC_PCPIPCH,"Macao SAR Inflation % change, Average Consumer Prices"
ODA/MAC_PCPIEPCH,"Macao SAR Inflation % change, End of Period Consumer Prices"
ODA/MAC_PCPIE,"Macao SAR Inflation Index, End of Period Consumer Prices"
ODA/MAC_LUR,"Macao SAR Unemployment Rate, % of Total Labor Force"
ODA/MAC_LE,"Macao SAR Employment, Millions"
ODA/MAC_LP,"Macao SAR Population, Millions"
ODA/MAC_GGR,"Macao SAR General Government Revenue, USD Billions"
ODA/MAC_GGX,"Macao SAR General Government Total Expenditure, USD Billions"
ODA/MAC_GGR_NGDP,"Macao SAR General Government Revenue, % of GDP"
ODA/MAC_GGX_NGDP,"Macao SAR General Government Total Expenditure, % of GDP"
ODA/MAC_GGXCNL,"Macao SAR General Government Net Lending/Borrowing, USD Billions"
ODA/MAC_GGXWDG,"Macao SAR General Government Gross Debt, USD Billions"
ODA/MAC_BCA,"Macao SAR Current Account Balance, USD Billions"
ODA/MAC_GGXCNL_NGDP,"Macao SAR General Government Net Lending/Borrowing, % of GDP"
ODA/MAC_GGXWDG_NGDP,"Macao SAR General Government Gross Debt, % of GDP"
ODA/MAC_BCA_NGDPD,"Macao SAR Current Account Balance, % of GDP"
ODA/MAC_NGDP_FY,"Macao SAR GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/MRT_GGXWDN,"Mauritania General Government Net Debt, USD Billions"
ODA/MRT_GGXWDN_NGDP,"Mauritania General Government Net Debt, % of GDP"
ODA/PRI_NGDP_R,"Puerto Rico GDP at Constant Prices, LCU Billions"
ODA/PRI_NGDP_RPCH,"Puerto Rico GDP at Constant Prices, % change"
ODA/PRI_NGDP,"Puerto Rico GDP at Current Prices, LCU Billions"
ODA/PRI_NGDP_D,Puerto Rico GDP Deflator
ODA/PRI_NGDPRPC,"Puerto Rico GDP per Capita at Constant Prices, LCU"
ODA/PRI_NGDPD,"Puerto Rico GDP at Current Prices, USD Billions"
ODA/PRI_NGDPDPC,"Puerto Rico GDP per Capita at Current Prices, USD"
ODA/PRI_NGDPPC,"Puerto Rico GDP per Capita at Current Prices, LCU"
ODA/PRI_PPPPC,"Puerto Rico Per Capita GDP based on PPP Valuation, USD"
ODA/PRI_PPPSH,"Puerto Rico Share of World GDP based on PPP, %"
ODA/PRI_PPPGDP,"Puerto Rico Country GDP based on PPP Valuation, USD Billions"
ODA/PRI_PPPEX,"Puerto Rico Implied PPP Conversion Rate, LCU per USD"
ODA/PRI_PCPI,"Puerto Rico Inflation Index, Average Consumer Prices"
ODA/PRI_PCPIPCH,"Puerto Rico Inflation % change, Average Consumer Prices"
ODA/PRI_NID_NGDP,"Puerto Rico Total Investment, % of GDP"
ODA/PRI_LUR,"Puerto Rico Unemployment Rate, % of Total Labor Force"
ODA/PRI_PCPIEPCH,"Puerto Rico Inflation % change, End of Period Consumer Prices"
ODA/PRI_PCPIE,"Puerto Rico Inflation Index, End of Period Consumer Prices"
ODA/PRI_GGR,"Puerto Rico General Government Revenue, USD Billions"
ODA/PRI_LE,"Puerto Rico Employment, Millions"
ODA/PRI_LP,"Puerto Rico Population, Millions"
ODA/PRI_GGX_NGDP,"Puerto Rico General Government Total Expenditure, % of GDP"
ODA/PRI_GGX,"Puerto Rico General Government Total Expenditure, USD Billions"
ODA/PRI_GGR_NGDP,"Puerto Rico General Government Revenue, % of GDP"
ODA/PRI_GGXCNL,"Puerto Rico General Government Net Lending/Borrowing, USD Billions"
ODA/PRI_GGXCNL_NGDP,"Puerto Rico General Government Net Lending/Borrowing, % of GDP"
ODA/PRI_GGXONLB,"Puerto Rico General Government Primary Net Lending/Borrowing, USD Billions"
ODA/PRI_GGXONLB_NGDP,"Puerto Rico General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/PRI_GGXWDG_NGDP,"Puerto Rico General Government Gross Debt, % of GDP"
ODA/PRI_GGXWDG,"Puerto Rico General Government Gross Debt, USD Billions"
ODA/PRI_NGDP_FY,"Puerto Rico GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/SYR_GGXONLB,"Syria General Government Primary Net Lending/Borrowing, USD Billions"
ODA/SYR_GGXONLB_NGDP,"Syria General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/TLS_NID_NGDP,"Timor-Leste Total Investment, % of GDP"
ODA/TUN_GGXWDN,"Tunisia General Government Net Debt, USD Billions"
ODA/TUN_GGXWDN_NGDP,"Tunisia General Government Net Debt, % of GDP"
ODA/KGZ_GGSB,"Kyrgyz Republic General Government Structural Balance, USD Billions"
ODA/KGZ_GGSB_NPGDP,"Kyrgyz Republic General Government Structural Balance, % of GDP"
ODA/SMR_LP,"San Marino Population, Millions"
ODA/NRU_NGDP,"Nauru GDP at Current Prices, LCU Billions"
ODA/NRU_NGDPRPC,"Nauru GDP per Capita at Constant Prices, LCU"
ODA/NRU_NGDP_RPCH,"Nauru GDP at Constant Prices, % change"
ODA/NRU_NGDP_D,Nauru GDP Deflator
ODA/NRU_NGDPD,"Nauru GDP at Current Prices, USD Billions"
ODA/NRU_NGDP_R,"Nauru GDP at Constant Prices, LCU Billions"
ODA/NRU_NGDPDPC,"Nauru GDP per Capita at Current Prices, USD"
ODA/NRU_PPPPC,"Nauru Per Capita GDP based on PPP Valuation, USD"
ODA/NRU_NGDPPC,"Nauru GDP per Capita at Current Prices, LCU"
ODA/NRU_PPPEX,"Nauru Implied PPP Conversion Rate, LCU per USD"
ODA/NRU_PPPGDP,"Nauru Country GDP based on PPP Valuation, USD Billions"
ODA/NRU_PCPI,"Nauru Inflation Index, Average Consumer Prices"
ODA/NRU_PCPIE,"Nauru Inflation Index, End of Period Consumer Prices"
ODA/NRU_PCPIEPCH,"Nauru Inflation % change, End of Period Consumer Prices"
ODA/NRU_PCPIPCH,"Nauru Inflation % change, Average Consumer Prices"
ODA/NRU_LP,"Nauru Population, Millions"
ODA/NRU_GGR_NGDP,"Nauru General Government Revenue, % of GDP"
ODA/NRU_GGXCNL_NGDP,"Nauru General Government Net Lending/Borrowing, % of GDP"
ODA/NRU_GGX,"Nauru General Government Total Expenditure, USD Billions"
ODA/NRU_GGR,"Nauru General Government Revenue, USD Billions"
ODA/NRU_GGXCNL,"Nauru General Government Net Lending/Borrowing, USD Billions"
ODA/NRU_GGXWDG,"Nauru General Government Gross Debt, USD Billions"
ODA/NRU_GGXWDG_NGDP,"Nauru General Government Gross Debt, % of GDP"
ODA/NRU_GGX_NGDP,"Nauru General Government Total Expenditure, % of GDP"
ODA/NRU_BCA,"Nauru Current Account Balance, USD Billions"
ODA/NRU_NGDP_FY,"Nauru GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/NRU_BCA_NGDPD,"Nauru Current Account Balance, % of GDP"
ODA/TJK_LUR,"Tajikistan Unemployment Rate, % of Total Labor Force"
ODA/AFG_LE,"Afghanistan Employment, Millions"
ODA/ALB_LE,"Albania Employment, Millions"
ODA/DZA_GGSB,"Algeria General Government Structural Balance, USD Billions"
ODA/AGO_FLIBOR6,"Angola Six-month London Interbank Offered Rate (LIBOR), %"
ODA/AGO_GGXWDN_NGDP,"Angola General Government Net Debt, % of GDP"
ODA/AGO_GGSB_NPGDP,"Angola General Government Structural Balance, % of GDP"
ODA/ATG_LUR,"Antigua and Barbuda Unemployment Rate, % of Total Labor Force"
ODA/ARG_FLIBOR6,"Argentina Six-month London Interbank Offered Rate (LIBOR), %"
ODA/ARG_LE,"Argentina Employment, Millions"
ODA/ARM_LE,"Armenia Employment, Millions"
ODA/ARM_GGSB_NPGDP,"Armenia General Government Structural Balance, % of GDP"
ODA/AZE_NGAP_NPGDP,"Azerbaijan Output Gap, % of potential GDP"
ODA/AZE_FLIBOR6,"Azerbaijan Six-month London Interbank Offered Rate (LIBOR), %"
ODA/AZE_GGXWDN,"Azerbaijan General Government Net Debt, USD Billions"
ODA/BHS_NGAP_NPGDP,"The Bahamas Output Gap, % of potential GDP"
ODA/BHS_FLIBOR6,"The Bahamas Six-month London Interbank Offered Rate (LIBOR), %"
ODA/BHS_GGSB,"The Bahamas General Government Structural Balance, USD Billions"
ODA/BHR_GGSB,"Bahrain General Government Structural Balance, USD Billions"
ODA/BGD_NGAP_NPGDP,"Bangladesh Output Gap, % of potential GDP"
ODA/BGD_GGSB,"Bangladesh General Government Structural Balance, USD Billions"
ODA/BGD_GGXWDN_NGDP,"Bangladesh General Government Net Debt, % of GDP"
ODA/BRB_FLIBOR6,"Barbados Six-month London Interbank Offered Rate (LIBOR), %"
ODA/BRB_GGSB,"Barbados General Government Structural Balance, USD Billions"
ODA/BLR_FLIBOR6,"Belarus Six-month London Interbank Offered Rate (LIBOR), %"
ODA/BLR_LE,"Belarus Employment, Millions"
ODA/BLR_GGSB_NPGDP,"Belarus General Government Structural Balance, % of GDP"
ODA/BEN_NGAP_NPGDP,"Benin Output Gap, % of potential GDP"
ODA/BEN_FLIBOR6,"Benin Six-month London Interbank Offered Rate (LIBOR), %"
ODA/BEN_LE,"Benin Employment, Millions"
ODA/BEN_GGSB_NPGDP,"Benin General Government Structural Balance, % of GDP"
ODA/BEN_GGXWDN_NGDP,"Benin General Government Net Debt, % of GDP"
ODA/BTN_NGAP_NPGDP,"Bhutan Output Gap, % of potential GDP"
ODA/BTN_GGSB_NPGDP,"Bhutan General Government Structural Balance, % of GDP"
ODA/BOL_NGAP_NPGDP,"Bolivia Output Gap, % of potential GDP"
ODA/BIH_NGAP_NPGDP,"Bosnia and Herzegovina Output Gap, % of potential GDP"
ODA/BIH_FLIBOR6,"Bosnia and Herzegovina Six-month London Interbank Offered Rate (LIBOR), %"
ODA/BWA_FLIBOR6,"Botswana Six-month London Interbank Offered Rate (LIBOR), %"
ODA/BWA_GGSB_NPGDP,"Botswana General Government Structural Balance, % of GDP"
ODA/BRA_NGAP_NPGDP,"Brazil Output Gap, % of potential GDP"
ODA/BRA_LE,"Brazil Employment, Millions"
ODA/BRN_NGSD_NGDP,"Brunei Darussalam Gross National Savings, % of GDP"
ODA/BRN_FLIBOR6,"Brunei Darussalam Six-month London Interbank Offered Rate (LIBOR), %"
ODA/BRN_LE,"Brunei Darussalam Employment, Millions"
ODA/BRN_GGXWDN_NGDP,"Brunei Darussalam General Government Net Debt, % of GDP"
ODA/BFA_GGSB_NPGDP,"Burkina Faso General Government Structural Balance, % of GDP"
ODA/BDI_FLIBOR6,"Burundi Six-month London Interbank Offered Rate (LIBOR), %"
ODA/CPV_NGAP_NPGDP,"Cabo Verde Output Gap, % of potential GDP"
ODA/KHM_GGXWDN,"Cambodia General Government Net Debt, USD Billions"
ODA/CMR_LUR,"Cameroon Unemployment Rate, % of Total Labor Force"
ODA/CMR_LE,"Cameroon Employment, Millions"
ODA/CAF_GGXWDN_NGDP,"Central African Republic General Government Net Debt, % of GDP"
ODA/TCD_LUR,"Chad Unemployment Rate, % of Total Labor Force"
ODA/CHL_NGAP_NPGDP,"Chile Output Gap, % of potential GDP"
ODA/COL_NGAP_NPGDP,"Colombia Output Gap, % of potential GDP"
ODA/COM_FLIBOR6,"Comoros Six-month London Interbank Offered Rate (LIBOR), %"
ODA/COM_LE,"Comoros Employment, Millions"
ODA/COD_GGXWDN_NGDP,"Democratic Republic of the Congo General Government Net Debt, % of GDP"
ODA/COD_GGXWDN,"Democratic Republic of the Congo General Government Net Debt, USD Billions"
ODA/COG_NGAP_NPGDP,"Republic of Congo Output Gap, % of potential GDP"
ODA/COG_GGSB,"Republic of Congo General Government Structural Balance, USD Billions"
ODA/CRI_GGSB,"Costa Rica General Government Structural Balance, USD Billions"
ODA/CIV_LE,"Cote d'Ivoire Employment, Millions"
ODA/CIV_GGXWDN,"Cote d'Ivoire General Government Net Debt, USD Billions"
ODA/HRV_GGXWDN_NGDP,"Croatia General Government Net Debt, % of GDP"
ODA/CYP_FLIBOR6,"Cyprus Six-month London Interbank Offered Rate (LIBOR), %"
ODA/CZE_NGAP_NPGDP,"Czech Republic Output Gap, % of potential GDP"
ODA/BDI_GGSB,"Burundi General Government Structural Balance, USD Billions"
ODA/BDI_GGXWDN_NGDP,"Burundi General Government Net Debt, % of GDP"
ODA/BDI_GGXWDN,"Burundi General Government Net Debt, USD Billions"
